,phrase,score
195,then,0.2131187375019145
196,k,0.21042651408325413
197,d,0.21023993188323664
198,i,0.2089132396527402
199,corpus based,0.20858879638847497
200,b,0.20851576756630316
201,+ 1,0.20807231653895192
202,bottom,0.20756891557497945
203,following,0.20733124004318176
204,full,0.19919641152906278
205,r,0.198835257441476
206,t,0.19785710333991371
207,these,0.19750768542499555
208,after,0.1974405637391731
209,if,0.19713493896698078
210,e,0.19625387112325018
211,thus,0.19617934288653774
212,c,0.19462962923535065
213,most,0.19408231468995918
214,given,0.19375411037554152
215,such,0.1919457747086248
216,mean,0.19185029488193958
217,while,0.19151931377118955
218,first,0.19077653386215032
219,however,0.18616467411719873
220,further,0.18442217079525713
221,using,0.18054844456135066
222,because,0.17806218341739624
223,state of,0.17751384690234917
224,three,0.17708475151407624
225,0.6,0.1758728962079676
226,also,0.17433811273186556
227,good,0.17425957858657876
228,same,0.1731509425090123
229,1 + 1,0.17227811738007065
230,one,0.17220809176694274
231,each iteration,0.17046620354238418
232,two,0.17002791204776974
233,this,0.16816444623882898
234,|,0.16755924700666192
235,under,0.16732320618933663
236,example,0.16702836231061577
237,system,0.16632861993149492
238,more,0.1646936739677216
239,20,0.1646056339349205
240,1.0,0.16419664344539084
241,in,0.16344708792591686
242,0.4,0.16309479026699822
243,our,0.1630369921865721
244,we,0.16298454398397907
245,10,0.1628675341152918
246,it,0.1627085717188776
247,as,0.16223605806145522
248,on,0.16214605099583906
249,50,0.16188239336418153
250,when,0.16036520497135553
251,number of,0.16022222007098344
252,at,0.16010251944968004
253,= 1,0.15916046025717148
254,novel,0.1585512669558779
255,much,0.15590933282076
256,0.8,0.1554462487087911
257,an,0.15347402043631977
258,they,0.15324953166330846
259,some,0.1529987087002428
260,a,0.15206977180029857
261,@,0.15165090075295107
262,all,0.15148120596851708
263,the,0.15054225134773533
264,by,0.15035029305588213
265,11,0.1501760400318043
266,each,0.14925840294856563
267,9,0.14780577753336238
268,other,0.1475395710042534
269,work,0.14471399070487803
270,16,0.1441134454047463
271,8,0.14385055823622464
272,1,0.14362969551609645
273,for,0.14334046852765775
274,different,0.14293435286544479
275,=,0.14275964699158994
276,over,0.14210494638828555
277,| x,0.14181917368098004
278,7,0.14173512153792828
279,13,0.14156686668603438
280,6,0.14093351480749075
281,2015,0.14071588473109972
282,17,0.14068466600998536
283,15,0.13995651689004507
284,not,0.13959066976236842
285,only,0.13935420091787648
286,5,0.13873240117977947
287,3,0.13856747616251977
288,from,0.1376548008483167
289,between,0.13741926777057653
290,21,0.13725137985223326
291,without,0.1369513569286619
292,or,0.13454729363863344
293,used,0.13224281458797327
294,| f,0.1316140436202731
295,based on,0.1282727403016
296,to,0.12766068574473996
297,2,0.12755597381383157
298,show,0.1272913316469807
299,set of,0.12723631088524023
300,4,0.1269514699215257
301,its,0.1268795634848328
302,with,0.12443784269444487
303,use,0.12316968497128312
304,find,0.12219271787555275
305,1 2,0.12167660488109999
306,of,0.12012764109529925
307,their,0.119086336190108
308,and,0.11907461361771733
309,has,0.11887462769490163
310,due to,0.11868373958839999
311,where,0.11833305042815806
312,into,0.11761569505433334
313,this approach,0.1162538292456209
314,may,0.11524421579055538
315,have,0.11487192219919481
316,1.000,0.1132206332361171
317,which,0.10986150584373974
318,will,0.10945022554135007
319,can,0.10941278204559945
320,top 3,0.10904689891494224
321,be,0.10836574323638444
322,that,0.10744134997769761
323,are,0.1073741474438726
324,is,0.10705836948881198
325,such as,0.10634950617559999
326,1 3,0.1030865588466
327,1 +,0.09974684336212668
328,want to,0.09883605154244161
329,ranked list of,0.09761017217545973
330,each entity,0.09012856632607787
331,to obtain,0.08562449955494252
332,size of,0.08301300255396922
333,for example,0.08207347743166869
334,the number,0.08169644670931633
335,t =,0.07709342272562399
336,the web,0.07651014604199999
337,the number of,0.07343882836475
338,1 1,0.07142280131648236
339,the following,0.0686604023024028
340,an entity,0.0663629833123013
341,the same,0.06548448639442514
342,entities in,0.058721043257648715
343,the performance,0.058422499434636156
344,each dataset,0.05095163273980533
345,list of,0.0454797580346882
346,the target,0.044180402702669264
347,and then,0.04008880386718164
348,the semantic,0.03795828438579077
349,entities into,0.03444445386608095
350,the similarity,0.030438311423304228
351,the same semantic class,0.028572220367999997
352,the entity,0.023815553655732843
