rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,mX,mY,mZ
1/1/2000,0:12:07,160.64,-71.78,-987.79,1.21,-2.53,0.21,0.45,35.7,-64.05
1/1/2000,0:12:07,95.7,-131.84,-966.8,0.6,1.68,0.73,-0.9,34.95,-63.75
1/1/2000,0:12:07,164.55,-106.93,-1057.13,3.1,-3.63,-0.69,-0.3,33.9,-64.95
1/1/2000,0:12:07,240.23,-16.11,-983.4,2.2,-1.06,-1.84,-1.2,34.05,-64.8
1/1/2000,0:12:07,154.3,-41.5,-959.96,1.68,-1.49,-0.87,-1.65,34.05,-64.8
1/1/2000,0:12:08,158.2,-150.88,-1037.11,-3.26,2.53,-2.38,-2.85,32.85,-63.9
1/1/2000,0:12:08,167.48,-43.95,-1008.79,0.9,-3.7,-2.21,-0.9,32.55,-65.1
1/1/2000,0:12:08,155.27,-83.98,-1008.79,-1.85,-0.5,-2.37,-1.2,33.3,-63.75
1/1/2000,0:12:08,145.02,-100.1,-996.09,1.29,-0.2,-2.23,-0.3,34.65,-64.95
1/1/2000,0:12:08,177.25,-9.77,-993.65,2.63,-1.36,1.44,-0.3,34.35,-65.7
1/1/2000,0:12:08,158.2,-15.14,-997.56,-0.9,0.63,-3.47,-0.9,34.05,-65.1
1/1/2000,0:12:08,143.55,-50.29,-1039.55,4.14,-5.48,2.69,-1.8,33.9,-64.2
1/1/2000,0:12:08,171.39,-12.7,-968.75,-1.11,3.7,1.63,-2.55,33.9,-64.2
1/1/2000,0:12:08,166.02,-101.56,-1011.72,-3.93,2.06,-0.56,-2.25,34.95,-65.1
1/1/2000,0:12:08,119.63,-117.68,-1016.6,4.25,0.27,1.93,-1.2,34.05,-64.35
1/1/2000,0:12:09,101.07,-97.66,-955.08,-2.22,8.45,0.06,-1.95,33,-64.8
1/1/2000,0:12:09,95.21,-91.8,-1020.51,0.49,-2.07,-1.08,-1.8,34.65,-64.95
1/1/2000,0:12:09,140.62,-79.59,-985.35,-0.79,3.6,0.82,-1.2,34.5,-64.8
1/1/2000,0:12:09,116.21,-122.07,-1013.67,-0.02,-2.21,2.76,-1.95,34.05,-64.8
1/1/2000,0:12:09,179.69,-26.86,-945.31,1.37,1.09,0.24,-1.2,33.3,-64.05
1/1/2000,0:12:09,147.46,-45.41,-964.36,-2.83,-2.35,1.73,0.3,35.1,-64.2
1/1/2000,0:12:09,133.3,-66.89,-958.5,2.57,0.94,-1.92,-1.35,34.65,-64.65
1/1/2000,0:12:09,154.3,-61.52,-1021.97,-0.27,2.1,-0.64,-0.45,34.05,-63
1/1/2000,0:12:09,112.3,-119.63,-918.95,0.8,1.02,0.49,-1.8,34.35,-64.2
1/1/2000,0:12:09,157.23,-55.18,-1022.46,-0.62,-2.58,-2.91,-1.35,34.65,-64.65
1/1/2000,0:12:10,136.23,-84.47,-990.23,-2.65,1.15,-0.6,-0.45,34.05,-64.35
1/1/2000,0:12:10,126.46,-62.01,-1018.07,1.99,0.17,-0.47,-1.8,34.65,-66
1/1/2000,0:12:10,185.55,-6.84,-988.77,1.67,-2.2,-0.1,-2.25,34.5,-63.3
1/1/2000,0:12:10,141.6,-151.37,-1044.92,2.42,-2.78,0.76,-0.3,34.65,-64.65
1/1/2000,0:12:10,201.66,25.39,-1002.44,0.01,-5.02,0.19,-2.1,34.65,-65.25
1/1/2000,0:12:10,129.39,-106.93,-1018.55,2.18,-5.87,1.04,-2.85,34.65,-66
1/1/2000,0:12:10,192.87,-47.85,-1023.93,4.9,-6.47,0.57,-1.65,34.95,-63
1/1/2000,0:12:10,123.54,-77.15,-973.14,1.33,3.9,-2.66,-0.3,33.6,-64.65
1/1/2000,0:12:10,146,-20.51,-998.05,2.63,1.64,2.1,-2.25,34.95,-64.35
1/1/2000,0:12:10,125,-39.55,-971.19,-1.4,0.38,-2.47,-1.35,35.4,-65.25
1/1/2000,0:12:11,156.74,-54.2,-999.51,4.45,-5.77,-1.26,-1.35,34.35,-65.25
1/1/2000,0:12:11,149.9,-94.73,-1008.3,1.99,-4.95,0,-2.55,35.85,-65.25
1/1/2000,0:12:11,106.93,-9.28,-1068.36,6.4,-6.98,-6.49,-0.3,35.4,-64.65
1/1/2000,0:12:11,123.54,-62.5,-967.77,0.28,-0.57,1.66,-1.05,35.85,-63.45
1/1/2000,0:12:11,146.48,-85.45,-1017.58,-0.82,0.02,-0.97,0.15,35.25,-63.75
1/1/2000,0:12:11,124.51,-78.61,-1005.86,1.64,1.56,-0.06,0.3,35.1,-64.65
1/1/2000,0:12:11,112.3,-66.41,-992.68,-3.77,1.6,-0.93,0,35.4,-64.65
1/1/2000,0:12:11,155.27,20.51,-1006.84,-0.85,2.4,-1.79,-0.9,36,-63.75
1/1/2000,0:12:11,152.83,-18.07,-1000,1.69,-0.95,3.1,-0.45,34.95,-63.3
1/1/2000,0:12:11,166.02,-84.47,-996.58,3.08,-1.05,-0.64,-1.35,36.15,-64.95
1/1/2000,0:12:12,99.61,-86.43,-959.47,0.06,-4.05,-0.92,-0.6,33.9,-63.15
1/1/2000,0:12:12,121.09,-103.52,-983.89,-2.47,1.95,-3.48,-2.25,36,-64.8
1/1/2000,0:12:12,118.16,-95.7,-998.54,-0.28,-2.45,-2.34,-1.35,35.4,-65.7
1/1/2000,0:12:12,170.41,-45.41,-1019.53,2.56,-1.83,2.65,-1.95,35.25,-63.75
1/1/2000,0:12:12,151.37,-124.51,-1000.49,-0.76,-0.95,-3.79,-1.2,36.75,-64.35
1/1/2000,0:12:12,143.07,-41.99,-1017.58,2.43,-4.18,1.53,-1.35,36.15,-64.65
1/1/2000,0:12:12,156.74,-3.42,-989.26,3.98,-0.21,0.02,-0.15,34.05,-64.05
1/1/2000,0:12:12,116.7,-79.1,-993.16,4.8,-3.15,0.06,0.3,34.65,-63.15
1/1/2000,0:12:12,158.2,-30.27,-1019.53,4.85,-1.07,0.63,-1.95,35.7,-64.35
1/1/2000,0:12:12,133.79,18.07,-985.84,-1.44,-0.9,1.01,-0.45,36,-65.1
1/1/2000,0:12:13,134.77,-64.45,-999.51,0.66,0.92,0.37,-1.35,35.1,-64.95
1/1/2000,0:12:13,127.44,-42.97,-1004.39,-0.85,5.24,-0.14,-1.2,35.25,-63.75
1/1/2000,0:12:13,110.35,-34.18,-963.87,5.17,-0.91,2.73,-0.9,36,-64.35
1/1/2000,0:12:13,204.59,-37.11,-1042.48,2.56,-2.66,-0.44,-1.05,36.15,-65.25
1/1/2000,0:12:13,140.14,-74.71,-1009.28,-0.82,-0.05,-1.29,-1.35,36.6,-63.9
1/1/2000,0:12:13,168.95,-76.66,-1017.09,1.84,-2.24,1.82,-2.1,35.4,-64.65
1/1/2000,0:12:13,111.82,-71.78,-1027.83,2.94,3.02,0.07,0,36.15,-64.2
1/1/2000,0:12:13,166.5,-40.04,-961.91,0.56,1.79,-1.89,-1.05,37.05,-63.9
1/1/2000,0:12:13,128.42,-59.57,-995.12,0.34,-1.37,-0.14,0.3,35.1,-62.7
1/1/2000,0:12:13,144.04,-27.34,-971.68,1.36,-3.76,-2.22,0,36.6,-65.25
1/1/2000,0:12:14,130.86,-6.35,-959.96,-0.71,-6.17,0.58,-1.35,36.6,-63.45
1/1/2000,0:12:14,145.02,-64.45,-1013.18,0.7,-1.08,-2.91,-1.05,35.85,-64.2
1/1/2000,0:12:14,162.11,-29.3,-963.87,1.89,-5.66,1.97,-1.8,35.85,-64.95
1/1/2000,0:12:14,154.79,-89.84,-997.56,4.76,-4.17,3.44,-1.05,37.35,-63.9
1/1/2000,0:12:14,118.65,-87.4,-975.59,-1.01,3.1,-0.02,-1.2,37.2,-63.3
1/1/2000,0:12:14,120.12,-69.82,-965.33,1.84,0.22,0.38,-1.8,36.15,-64.65
1/1/2000,0:12:14,159.67,-53.71,-1019.53,0.62,-7.21,-0.65,-1.2,33.3,-64.35
1/1/2000,0:12:14,116.7,-69.34,-999.51,-1.89,0.02,0.01,-0.45,36,-65.55
1/1/2000,0:12:14,83.98,-71.29,-975.1,2.25,-2.83,0.91,-1.05,35.1,-65.7
1/1/2000,0:12:14,141.6,-13.18,-981.45,2.11,-1.39,-1.07,-1.95,36.45,-65.55
1/1/2000,0:12:15,138.18,-57.62,-999.02,2.53,-0.11,-0.94,0,37.05,-64.65
