Senator Name,Decision,Bill
NC Thom Tillis,Yea,27
PA Patrick J. Toomey,Nay,27
NM Tom Udall,Yea,27
MD Chris Van Hollen,Yea,27
VA Mark R. Warner,Yea,27
MA Elizabeth Warren,Yea,27
RI Sheldon Whitehouse,Yea,27
MS Roger F. Wicker,Yea,27
OR Ron Wyden,Yea,27
IN Todd Young,Yea,27
TN Lamar Alexander,Yea,28
WI Tammy Baldwin,Yea,28
WY John Barrasso,Yea,28
CO Michael F. Bennet,Yea,28
TN Marsha Blackburn,Yea,28
CT Richard Blumenthal,Yea,28
MO Roy Blunt,Yea,28
NJ Cory A. Booker,Yea,28
AR John Boozman,Yea,28
IN Mike Braun,Yea,28
OH Sherrod Brown,Yea,28
NC Richard Burr,Yea,28
WA Maria Cantwell,Yea,28
WV Shelley Moore Capito,Yea,28
MD Benjamin L. Cardin,Yea,28
DE Thomas R. Carper,Yea,28
PA Robert P. Casey Jr.,Yea,28
LA Bill Cassidy,Yea,28
ME Susan M. Collins,Yea,28
DE Christopher A. Coons,Yea,28
TX John Cornyn,Yea,28
NV Catherine Cortez Masto,Yea,28
AR Tom Cotton,Yea,28
ND Kevin Cramer,Yea,28
ID Mike Crapo,Yea,28
TX Ted Cruz,Yea,28
MT Steve Daines,Yea,28
IL Tammy Duckworth,Yea,28
IL Richard J. Durbin,Yea,28
WY Michael B. Enzi,Yea,28
IA Joni Ernst,Yea,28
CA Dianne Feinstein,Yea,28
NE Deb Fischer,Yea,28
CO Cory Gardner,Yea,28
NY Kirsten E. Gillibrand,Yea,28
SC Lindsey Graham,Yea,28
IA Chuck Grassley,Yea,28
CA Kamala D. Harris,Yea,28
NH Margaret Wood Hassan,Yea,28
MO Josh Hawley,Yea,28
NM Martin Heinrich,Yea,28
HI Mazie K. Hirono,Yea,28
ND John Hoeven,Yea,28
MS Cindy Hyde-Smith,Yea,28
OK James M. Inhofe,Yea,28
GA Johnny Isakson,Yea,28
WI Ron Johnson,Yea,28
AL Doug Jones,Yea,28
VA Tim Kaine,Yea,28
LA John Kennedy,Yea,28
ME Angus S. King Jr.,Yea,28
MN Amy Klobuchar,Yea,28
OK James Lankford,Yea,28
VT Patrick J. Leahy,Yea,28
UT Mike Lee,Yea,28
WV Joe Manchin III,Yea,28
MA Edward J. Markey,Yea,28
KY Mitch McConnell,Yea,28
AZ Martha McSally,Yea,28
NJ Robert Menendez,Yea,28
OR Jeff Merkley,Yea,28
KS Jerry Moran,Yea,28
AK Lisa Murkowski,Yea,28
CT Christopher Murphy,Yea,28
WA Patty Murray,Yea,28
KY Rand Paul,Nay,28
GA David Perdue,Yea,28
MI Gary C. Peters,Yea,28
OH Rob Portman,Yea,28
RI Jack Reed,Yea,28
ID James E. Risch,Yea,28
KS Pat Roberts,Yea,28
UT Mitt Romney,Yea,28
NV Jacky Rosen,Yea,28
SD Mike Rounds,Yea,28
FL Marco Rubio,Yea,28
VT Bernard Sanders,Yea,28
NE Ben Sasse,Yea,28
HI Brian Schatz,Yea,28
NY Charles E. Schumer,Yea,28
FL Rick Scott,Yea,28
SC Tim Scott,Yea,28
NH Jeanne Shaheen,Yea,28
AL Richard C. Shelby,Yea,28
AZ Kyrsten Sinema,Yea,28
MN Tina Smith,Yea,28
MI Debbie Stabenow,Yea,28
AK Dan Sullivan,Yea,28
MT Jon Tester,Yea,28
SD John Thune,Yea,28
NC Thom Tillis,Yea,28
PA Patrick J. Toomey,Yea,28
NM Tom Udall,Yea,28
MD Chris Van Hollen,Yea,28
VA Mark R. Warner,Yea,28
MA Elizabeth Warren,Yea,28
RI Sheldon Whitehouse,Yea,28
MS Roger F. Wicker,Yea,28
OR Ron Wyden,Yea,28
IN Todd Young,Yea,28
TN Lamar Alexander,Yea,29
WI Tammy Baldwin,Nay,29
WY John Barrasso,Yea,29
CO Michael F. Bennet,Yea,29
TN Marsha Blackburn,Yea,29
CT Richard Blumenthal,Yea,29
MO Roy Blunt,Yea,29
NJ Cory A. Booker,Nay,29
AR John Boozman,Yea,29
IN Mike Braun,Yea,29
OH Sherrod Brown,Nay,29
NC Richard Burr,Yea,29
WA Maria Cantwell,Yea,29
WV Shelley Moore Capito,Yea,29
MD Benjamin L. Cardin,Yea,29
DE Thomas R. Carper,Nay,29
PA Robert P. Casey Jr.,Yea,29
LA Bill Cassidy,Yea,29
ME Susan M. Collins,Yea,29
DE Christopher A. Coons,Yea,29
TX John Cornyn,Yea,29
NV Catherine Cortez Masto,Yea,29
AR Tom Cotton,Yea,29
ND Kevin Cramer,Yea,29
ID Mike Crapo,Yea,29
TX Ted Cruz,Yea,29
MT Steve Daines,Yea,29
IL Tammy Duckworth,Yea,29
IL Richard J. Durbin,Nay,29
WY Michael B. Enzi,Yea,29
IA Joni Ernst,Yea,29
CA Dianne Feinstein,Nay,29
NE Deb Fischer,Yea,29
CO Cory Gardner,Yea,29
NY Kirsten E. Gillibrand,Nay,29
SC Lindsey Graham,Yea,29
IA Chuck Grassley,Yea,29
CA Kamala D. Harris,Nay,29
NH Margaret Wood Hassan,Yea,29
MO Josh Hawley,Yea,29
NM Martin Heinrich,Nay,29
HI Mazie K. Hirono,Nay,29
ND John Hoeven,Yea,29
MS Cindy Hyde-Smith,Yea,29
OK James M. Inhofe,Yea,29
GA Johnny Isakson,Yea,29
WI Ron Johnson,Yea,29
AL Doug Jones,Yea,29
VA Tim Kaine,Nay,29
LA John Kennedy,Yea,29
ME Angus S. King Jr.,Yea,29
MN Amy Klobuchar,Yea,29
OK James Lankford,Yea,29
VT Patrick J. Leahy,Nay,29
UT Mike Lee,Yea,29
WV Joe Manchin III,Yea,29
MA Edward J. Markey,Nay,29
KY Mitch McConnell,Yea,29
AZ Martha McSally,Yea,29
NJ Robert Menendez,Yea,29
OR Jeff Merkley,Nay,29
KS Jerry Moran,Yea,29
AK Lisa Murkowski,Yea,29
CT Christopher Murphy,Nay,29
WA Patty Murray,Yea,29
KY Rand Paul,Nay,29
GA David Perdue,Yea,29
MI Gary C. Peters,Yea,29
OH Rob Portman,Yea,29
RI Jack Reed,Nay,29
ID James E. Risch,Yea,29
KS Pat Roberts,Yea,29
UT Mitt Romney,Yea,29
NV Jacky Rosen,Yea,29
SD Mike Rounds,Yea,29
FL Marco Rubio,Yea,29
VT Bernard Sanders,Nay,29
NE Ben Sasse,Yea,29
HI Brian Schatz,Nay,29
NY Charles E. Schumer,Yea,29
FL Rick Scott,Yea,29
SC Tim Scott,Yea,29
NH Jeanne Shaheen,Nay,29
AL Richard C. Shelby,Yea,29
AZ Kyrsten Sinema,Yea,29
MN Tina Smith,Yea,29
MI Debbie Stabenow,Yea,29
AK Dan Sullivan,Yea,29
MT Jon Tester,Yea,29
SD John Thune,Yea,29
NC Thom Tillis,Yea,29
PA Patrick J. Toomey,Yea,29
NM Tom Udall,Nay,29
MD Chris Van Hollen,Nay,29
VA Mark R. Warner,Yea,29
MA Elizabeth Warren,Nay,29
RI Sheldon Whitehouse,Yea,29
MS Roger F. Wicker,Yea,29
OR Ron Wyden,Yea,29
IN Todd Young,Yea,29
TN Lamar Alexander,Yea,30
WI Tammy Baldwin,Nay,30
WY John Barrasso,Yea,30
CO Michael F. Bennet,Yea,30
TN Marsha Blackburn,Yea,30
CT Richard Blumenthal,Yea,30
MO Roy Blunt,Yea,30
NJ Cory A. Booker,Nay,30
AR John Boozman,Yea,30
IN Mike Braun,Yea,30
OH Sherrod Brown,Nay,30
NC Richard Burr,Yea,30
WA Maria Cantwell,Not Voting,30
WV Shelley Moore Capito,Yea,30
MD Benjamin L. Cardin,Yea,30
DE Thomas R. Carper,Nay,30
PA Robert P. Casey Jr.,Yea,30
LA Bill Cassidy,Yea,30
ME Susan M. Collins,Yea,30
DE Christopher A. Coons,Yea,30
TX John Cornyn,Yea,30
NV Catherine Cortez Masto,Yea,30
AR Tom Cotton,Yea,30
ND Kevin Cramer,Yea,30
ID Mike Crapo,Yea,30
TX Ted Cruz,Yea,30
MT Steve Daines,Yea,30
IL Tammy Duckworth,Yea,30
IL Richard J. Durbin,Nay,30
WY Michael B. Enzi,Yea,30
IA Joni Ernst,Yea,30
CA Dianne Feinstein,Nay,30
NE Deb Fischer,Yea,30
CO Cory Gardner,Not Voting,30
NY Kirsten E. Gillibrand,Nay,30
SC Lindsey Graham,Yea,30
IA Chuck Grassley,Yea,30
CA Kamala D. Harris,Nay,30
NH Margaret Wood Hassan,Yea,30
MO Josh Hawley,Yea,30
NM Martin Heinrich,Nay,30
HI Mazie K. Hirono,Nay,30
ND John Hoeven,Yea,30
MS Cindy Hyde-Smith,Yea,30
OK James M. Inhofe,Yea,30
GA Johnny Isakson,Yea,30
WI Ron Johnson,Yea,30
AL Doug Jones,Yea,30
VA Tim Kaine,Nay,30
LA John Kennedy,Yea,30
ME Angus S. King Jr.,Yea,30
MN Amy Klobuchar,Yea,30
OK James Lankford,Yea,30
VT Patrick J. Leahy,Nay,30
UT Mike Lee,Yea,30
WV Joe Manchin III,Yea,30
MA Edward J. Markey,Nay,30
KY Mitch McConnell,Yea,30
AZ Martha McSally,Yea,30
NJ Robert Menendez,Yea,30
OR Jeff Merkley,Nay,30
KS Jerry Moran,Yea,30
AK Lisa Murkowski,Not Voting,30
CT Christopher Murphy,Nay,30
WA Patty Murray,Yea,30
KY Rand Paul,Nay,30
GA David Perdue,Not Voting,30
MI Gary C. Peters,Nay,30
OH Rob Portman,Yea,30
RI Jack Reed,Nay,30
ID James E. Risch,Yea,30
KS Pat Roberts,Yea,30
UT Mitt Romney,Yea,30
NV Jacky Rosen,Yea,30
SD Mike Rounds,Yea,30
FL Marco Rubio,Yea,30
VT Bernard Sanders,Nay,30
NE Ben Sasse,Yea,30
HI Brian Schatz,Nay,30
NY Charles E. Schumer,Yea,30
FL Rick Scott,Yea,30
SC Tim Scott,Yea,30
NH Jeanne Shaheen,Nay,30
AL Richard C. Shelby,Yea,30
AZ Kyrsten Sinema,Yea,30
MN Tina Smith,Yea,30
MI Debbie Stabenow,Yea,30
AK Dan Sullivan,Yea,30
MT Jon Tester,Yea,30
SD John Thune,Yea,30
NC Thom Tillis,Yea,30
PA Patrick J. Toomey,Yea,30
NM Tom Udall,Nay,30
MD Chris Van Hollen,Nay,30
VA Mark R. Warner,Yea,30
MA Elizabeth Warren,Nay,30
RI Sheldon Whitehouse,Yea,30
MS Roger F. Wicker,Yea,30
OR Ron Wyden,Yea,30
IN Todd Young,Yea,30
TN Lamar Alexander,Yea,31
WI Tammy Baldwin,Nay,31
WY John Barrasso,Yea,31
CO Michael F. Bennet,Yea,31
TN Marsha Blackburn,Yea,31
CT Richard Blumenthal,Yea,31
MO Roy Blunt,Yea,31
NJ Cory A. Booker,Nay,31
AR John Boozman,Yea,31
IN Mike Braun,Yea,31
OH Sherrod Brown,Nay,31
NC Richard Burr,Yea,31
WA Maria Cantwell,Not Voting,31
WV Shelley Moore Capito,Yea,31
MD Benjamin L. Cardin,Nay,31
DE Thomas R. Carper,Yea,31
PA Robert P. Casey Jr.,Yea,31
LA Bill Cassidy,Yea,31
ME Susan M. Collins,Yea,31
DE Christopher A. Coons,Yea,31
TX John Cornyn,Yea,31
NV Catherine Cortez Masto,Yea,31
AR Tom Cotton,Yea,31
ND Kevin Cramer,Yea,31
ID Mike Crapo,Yea,31
TX Ted Cruz,Nay,31
MT Steve Daines,Yea,31
IL Tammy Duckworth,Yea,31
IL Richard J. Durbin,Nay,31
WY Michael B. Enzi,Yea,31
IA Joni Ernst,Yea,31
CA Dianne Feinstein,Yea,31
NE Deb Fischer,Yea,31
CO Cory Gardner,Not Voting,31
NY Kirsten E. Gillibrand,Nay,31
SC Lindsey Graham,Yea,31
IA Chuck Grassley,Yea,31
CA Kamala D. Harris,Nay,31
NH Margaret Wood Hassan,Yea,31
MO Josh Hawley,Yea,31
NM Martin Heinrich,Nay,31
HI Mazie K. Hirono,Nay,31
ND John Hoeven,Yea,31
MS Cindy Hyde-Smith,Yea,31
OK James M. Inhofe,Yea,31
GA Johnny Isakson,Yea,31
WI Ron Johnson,Yea,31
AL Doug Jones,Yea,31
VA Tim Kaine,Yea,31
LA John Kennedy,Nay,31
ME Angus S. King Jr.,Yea,31
MN Amy Klobuchar,Nay,31
OK James Lankford,Yea,31
VT Patrick J. Leahy,Nay,31
UT Mike Lee,Nay,31
WV Joe Manchin III,Yea,31
MA Edward J. Markey,Nay,31
KY Mitch McConnell,Yea,31
AZ Martha McSally,Yea,31
NJ Robert Menendez,Yea,31
OR Jeff Merkley,Nay,31
KS Jerry Moran,Yea,31
AK Lisa Murkowski,Not Voting,31
CT Christopher Murphy,Nay,31
WA Patty Murray,Yea,31
KY Rand Paul,Nay,31
GA David Perdue,Not Voting,31
MI Gary C. Peters,Yea,31
OH Rob Portman,Yea,31
RI Jack Reed,Yea,31
ID James E. Risch,Yea,31
KS Pat Roberts,Yea,31
UT Mitt Romney,Yea,31
NV Jacky Rosen,Yea,31
SD Mike Rounds,Yea,31
FL Marco Rubio,Yea,31
VT Bernard Sanders,Nay,31
NE Ben Sasse,Yea,31
HI Brian Schatz,Nay,31
NY Charles E. Schumer,Nay,31
FL Rick Scott,Yea,31
SC Tim Scott,Yea,31
NH Jeanne Shaheen,Yea,31
AL Richard C. Shelby,Yea,31
AZ Kyrsten Sinema,Yea,31
MN Tina Smith,Nay,31
MI Debbie Stabenow,Yea,31
AK Dan Sullivan,Yea,31
MT Jon Tester,Yea,31
SD John Thune,Yea,31
NC Thom Tillis,Yea,31
PA Patrick J. Toomey,Yea,31
NM Tom Udall,Nay,31
MD Chris Van Hollen,Nay,31
VA Mark R. Warner,Yea,31
MA Elizabeth Warren,Nay,31
RI Sheldon Whitehouse,Yea,31
MS Roger F. Wicker,Yea,31
OR Ron Wyden,Nay,31
IN Todd Young,Yea,31
TN Lamar Alexander,Not Voting,32
WI Tammy Baldwin,Nay,32
WY John Barrasso,Yea,32
CO Michael F. Bennet,Yea,32
TN Marsha Blackburn,Yea,32
CT Richard Blumenthal,Yea,32
MO Roy Blunt,Not Voting,32
NJ Cory A. Booker,Nay,32
AR John Boozman,Yea,32
IN Mike Braun,Yea,32
OH Sherrod Brown,Not Voting,32
NC Richard Burr,Yea,32
WA Maria Cantwell,Yea,32
WV Shelley Moore Capito,Yea,32
MD Benjamin L. Cardin,Nay,32
DE Thomas R. Carper,Yea,32
PA Robert P. Casey Jr.,Yea,32
LA Bill Cassidy,Yea,32
ME Susan M. Collins,Yea,32
DE Christopher A. Coons,Yea,32
TX John Cornyn,Yea,32
NV Catherine Cortez Masto,Yea,32
AR Tom Cotton,Yea,32
ND Kevin Cramer,Yea,32
ID Mike Crapo,Yea,32
TX Ted Cruz,Nay,32
MT Steve Daines,Yea,32
IL Tammy Duckworth,Yea,32
IL Richard J. Durbin,Not Voting,32
WY Michael B. Enzi,Yea,32
IA Joni Ernst,Yea,32
CA Dianne Feinstein,Yea,32
NE Deb Fischer,Yea,32
CO Cory Gardner,Yea,32
NY Kirsten E. Gillibrand,Nay,32
SC Lindsey Graham,Yea,32
IA Chuck Grassley,Yea,32
CA Kamala D. Harris,Nay,32
NH Margaret Wood Hassan,Yea,32
MO Josh Hawley,Yea,32
NM Martin Heinrich,Nay,32
HI Mazie K. Hirono,Nay,32
ND John Hoeven,Yea,32
MS Cindy Hyde-Smith,Yea,32
OK James M. Inhofe,Yea,32
GA Johnny Isakson,Not Voting,32
WI Ron Johnson,Yea,32
AL Doug Jones,Yea,32
VA Tim Kaine,Yea,32
LA John Kennedy,Nay,32
ME Angus S. King Jr.,Yea,32
MN Amy Klobuchar,Nay,32
OK James Lankford,Yea,32
VT Patrick J. Leahy,Nay,32
UT Mike Lee,Nay,32
WV Joe Manchin III,Yea,32
MA Edward J. Markey,Nay,32
KY Mitch McConnell,Yea,32
AZ Martha McSally,Yea,32
NJ Robert Menendez,Yea,32
OR Jeff Merkley,Nay,32
KS Jerry Moran,Not Voting,32
AK Lisa Murkowski,Yea,32
CT Christopher Murphy,Nay,32
WA Patty Murray,Yea,32
KY Rand Paul,Not Voting,32
GA David Perdue,Not Voting,32
MI Gary C. Peters,Yea,32
OH Rob Portman,Yea,32
RI Jack Reed,Yea,32
ID James E. Risch,Yea,32
KS Pat Roberts,Yea,32
UT Mitt Romney,Yea,32
NV Jacky Rosen,Yea,32
SD Mike Rounds,Yea,32
FL Marco Rubio,Yea,32
VT Bernard Sanders,Nay,32
NE Ben Sasse,Yea,32
HI Brian Schatz,Nay,32
NY Charles E. Schumer,Nay,32
FL Rick Scott,Yea,32
SC Tim Scott,Yea,32
NH Jeanne Shaheen,Yea,32
AL Richard C. Shelby,Yea,32
AZ Kyrsten Sinema,Yea,32
MN Tina Smith,Nay,32
MI Debbie Stabenow,Yea,32
AK Dan Sullivan,Not Voting,32
MT Jon Tester,Yea,32
SD John Thune,Yea,32
NC Thom Tillis,Yea,32
PA Patrick J. Toomey,Yea,32
NM Tom Udall,Nay,32
MD Chris Van Hollen,Nay,32
VA Mark R. Warner,Yea,32
MA Elizabeth Warren,Nay,32
RI Sheldon Whitehouse,Yea,32
MS Roger F. Wicker,Yea,32
OR Ron Wyden,Nay,32
IN Todd Young,Yea,32
TN Lamar Alexander,Yea,33
WI Tammy Baldwin,Nay,33
WY John Barrasso,Yea,33
CO Michael F. Bennet,Nay,33
TN Marsha Blackburn,Yea,33
CT Richard Blumenthal,Nay,33
MO Roy Blunt,Yea,33
NJ Cory A. Booker,Nay,33
AR John Boozman,Nay,33
IN Mike Braun,Yea,33
OH Sherrod Brown,Nay,33
NC Richard Burr,Yea,33
WA Maria Cantwell,Nay,33
WV Shelley Moore Capito,Yea,33
MD Benjamin L. Cardin,Nay,33
DE Thomas R. Carper,Nay,33
PA Robert P. Casey Jr.,Nay,33
LA Bill Cassidy,Yea,33
ME Susan M. Collins,Nay,33
DE Christopher A. Coons,Nay,33
TX John Cornyn,Yea,33
NV Catherine Cortez Masto,Nay,33
AR Tom Cotton,Nay,33
ND Kevin Cramer,Yea,33
ID Mike Crapo,Yea,33
TX Ted Cruz,Yea,33
MT Steve Daines,Nay,33
IL Tammy Duckworth,Nay,33
IL Richard J. Durbin,Nay,33
WY Michael B. Enzi,Yea,33
IA Joni Ernst,Yea,33
CA Dianne Feinstein,Nay,33
NE Deb Fischer,Yea,33
CO Cory Gardner,Nay,33
NY Kirsten E. Gillibrand,Not Voting,33
SC Lindsey Graham,Yea,33
IA Chuck Grassley,Yea,33
CA Kamala D. Harris,Nay,33
NH Margaret Wood Hassan,Nay,33
MO Josh Hawley,Nay,33
NM Martin Heinrich,Nay,33
HI Mazie K. Hirono,Nay,33
ND John Hoeven,Yea,33
MS Cindy Hyde-Smith,Yea,33
OK James M. Inhofe,Yea,33
GA Johnny Isakson,Yea,33
WI Ron Johnson,Yea,33
AL Doug Jones,Nay,33
VA Tim Kaine,Nay,33
LA John Kennedy,Nay,33
ME Angus S. King Jr.,Nay,33
MN Amy Klobuchar,Nay,33
OK James Lankford,Yea,33
VT Patrick J. Leahy,Nay,33
UT Mike Lee,Yea,33
WV Joe Manchin III,Nay,33
MA Edward J. Markey,Nay,33
KY Mitch McConnell,Yea,33
AZ Martha McSally,Nay,33
NJ Robert Menendez,Nay,33
OR Jeff Merkley,Nay,33
KS Jerry Moran,Nay,33
AK Lisa Murkowski,Yea,33
CT Christopher Murphy,Nay,33
WA Patty Murray,Nay,33
KY Rand Paul,Yea,33
GA David Perdue,Yea,33
MI Gary C. Peters,Nay,33
OH Rob Portman,Yea,33
RI Jack Reed,Nay,33
ID James E. Risch,Yea,33
KS Pat Roberts,Yea,33
UT Mitt Romney,Yea,33
NV Jacky Rosen,Nay,33
SD Mike Rounds,Yea,33
FL Marco Rubio,Nay,33
VT Bernard Sanders,Nay,33
NE Ben Sasse,Nay,33
HI Brian Schatz,Nay,33
NY Charles E. Schumer,Nay,33
FL Rick Scott,Yea,33
SC Tim Scott,Yea,33
NH Jeanne Shaheen,Nay,33
AL Richard C. Shelby,Yea,33
AZ Kyrsten Sinema,Nay,33
MN Tina Smith,Nay,33
MI Debbie Stabenow,Nay,33
AK Dan Sullivan,Yea,33
MT Jon Tester,Nay,33
SD John Thune,Yea,33
NC Thom Tillis,Yea,33
PA Patrick J. Toomey,Yea,33
NM Tom Udall,Nay,33
MD Chris Van Hollen,Nay,33
VA Mark R. Warner,Nay,33
MA Elizabeth Warren,Nay,33
RI Sheldon Whitehouse,Nay,33
MS Roger F. Wicker,Yea,33
OR Ron Wyden,Nay,33
IN Todd Young,Yea,33
TN Lamar Alexander,Yea,34
WI Tammy Baldwin,Nay,34
WY John Barrasso,Yea,34
CO Michael F. Bennet,Nay,34
TN Marsha Blackburn,Yea,34
CT Richard Blumenthal,Nay,34
MO Roy Blunt,Yea,34
NJ Cory A. Booker,Nay,34
AR John Boozman,Yea,34
IN Mike Braun,Yea,34
OH Sherrod Brown,Nay,34
NC Richard Burr,Yea,34
WA Maria Cantwell,Nay,34
WV Shelley Moore Capito,Yea,34
MD Benjamin L. Cardin,Nay,34
DE Thomas R. Carper,Nay,34
PA Robert P. Casey Jr.,Nay,34
LA Bill Cassidy,Yea,34
ME Susan M. Collins,Yea,34
DE Christopher A. Coons,Nay,34
TX John Cornyn,Not Voting,34
NV Catherine Cortez Masto,Nay,34
AR Tom Cotton,Yea,34
ND Kevin Cramer,Yea,34
ID Mike Crapo,Yea,34
TX Ted Cruz,Not Voting,34
MT Steve Daines,Yea,34
IL Tammy Duckworth,Nay,34
IL Richard J. Durbin,Nay,34
WY Michael B. Enzi,Yea,34
IA Joni Ernst,Yea,34
CA Dianne Feinstein,Nay,34
NE Deb Fischer,Yea,34
CO Cory Gardner,Yea,34
NY Kirsten E. Gillibrand,Nay,34
SC Lindsey Graham,Yea,34
IA Chuck Grassley,Yea,34
CA Kamala D. Harris,Nay,34
NH Margaret Wood Hassan,Nay,34
MO Josh Hawley,Yea,34
NM Martin Heinrich,Nay,34
HI Mazie K. Hirono,Nay,34
ND John Hoeven,Yea,34
MS Cindy Hyde-Smith,Yea,34
OK James M. Inhofe,Yea,34
GA Johnny Isakson,Yea,34
WI Ron Johnson,Yea,34
AL Doug Jones,Yea,34
VA Tim Kaine,Nay,34
LA John Kennedy,Yea,34
ME Angus S. King Jr.,Nay,34
MN Amy Klobuchar,Nay,34
OK James Lankford,Yea,34
VT Patrick J. Leahy,Nay,34
UT Mike Lee,Yea,34
WV Joe Manchin III,Yea,34
MA Edward J. Markey,Nay,34
KY Mitch McConnell,Yea,34
AZ Martha McSally,Yea,34
NJ Robert Menendez,Yea,34
OR Jeff Merkley,Nay,34
KS Jerry Moran,Not Voting,34
AK Lisa Murkowski,Yea,34
CT Christopher Murphy,Nay,34
WA Patty Murray,Nay,34
KY Rand Paul,Yea,34
GA David Perdue,Not Voting,34
MI Gary C. Peters,Nay,34
OH Rob Portman,Yea,34
RI Jack Reed,Nay,34
ID James E. Risch,Yea,34
KS Pat Roberts,Yea,34
UT Mitt Romney,Yea,34
NV Jacky Rosen,Nay,34
SD Mike Rounds,Yea,34
FL Marco Rubio,Yea,34
VT Bernard Sanders,Nay,34
NE Ben Sasse,Yea,34
HI Brian Schatz,Nay,34
NY Charles E. Schumer,Nay,34
FL Rick Scott,Yea,34
SC Tim Scott,Yea,34
NH Jeanne Shaheen,Nay,34
AL Richard C. Shelby,Yea,34
AZ Kyrsten Sinema,Yea,34
MN Tina Smith,Nay,34
MI Debbie Stabenow,Nay,34
AK Dan Sullivan,Yea,34
MT Jon Tester,Nay,34
SD John Thune,Yea,34
NC Thom Tillis,Yea,34
PA Patrick J. Toomey,Yea,34
NM Tom Udall,Nay,34
MD Chris Van Hollen,Nay,34
VA Mark R. Warner,Nay,34
MA Elizabeth Warren,Nay,34
RI Sheldon Whitehouse,Nay,34
MS Roger F. Wicker,Yea,34
OR Ron Wyden,Nay,34
IN Todd Young,Yea,34
TN Lamar Alexander,Yea,35
WI Tammy Baldwin,Nay,35
WY John Barrasso,Yea,35
CO Michael F. Bennet,Nay,35
TN Marsha Blackburn,Yea,35
CT Richard Blumenthal,Nay,35
MO Roy Blunt,Yea,35
NJ Cory A. Booker,Nay,35
AR John Boozman,Yea,35
IN Mike Braun,Yea,35
OH Sherrod Brown,Nay,35
NC Richard Burr,Yea,35
WA Maria Cantwell,Nay,35
WV Shelley Moore Capito,Yea,35
MD Benjamin L. Cardin,Nay,35
DE Thomas R. Carper,Nay,35
PA Robert P. Casey Jr.,Nay,35
LA Bill Cassidy,Yea,35
ME Susan M. Collins,Yea,35
DE Christopher A. Coons,Nay,35
TX John Cornyn,Yea,35
NV Catherine Cortez Masto,Nay,35
AR Tom Cotton,Yea,35
ND Kevin Cramer,Yea,35
ID Mike Crapo,Yea,35
TX Ted Cruz,Yea,35
MT Steve Daines,Yea,35
IL Tammy Duckworth,Nay,35
IL Richard J. Durbin,Nay,35
WY Michael B. Enzi,Yea,35
IA Joni Ernst,Yea,35
CA Dianne Feinstein,Nay,35
NE Deb Fischer,Yea,35
CO Cory Gardner,Yea,35
NY Kirsten E. Gillibrand,Nay,35
SC Lindsey Graham,Yea,35
IA Chuck Grassley,Yea,35
CA Kamala D. Harris,Nay,35
NH Margaret Wood Hassan,Nay,35
MO Josh Hawley,Yea,35
NM Martin Heinrich,Nay,35
HI Mazie K. Hirono,Nay,35
ND John Hoeven,Yea,35
MS Cindy Hyde-Smith,Yea,35
OK James M. Inhofe,Yea,35
GA Johnny Isakson,Yea,35
WI Ron Johnson,Yea,35
AL Doug Jones,Yea,35
VA Tim Kaine,Nay,35
LA John Kennedy,Yea,35
ME Angus S. King Jr.,Nay,35
MN Amy Klobuchar,Nay,35
OK James Lankford,Yea,35
VT Patrick J. Leahy,Nay,35
UT Mike Lee,Yea,35
WV Joe Manchin III,Yea,35
MA Edward J. Markey,Nay,35
KY Mitch McConnell,Nay,35
AZ Martha McSally,Yea,35
NJ Robert Menendez,Yea,35
OR Jeff Merkley,Nay,35
KS Jerry Moran,Yea,35
AK Lisa Murkowski,Yea,35
CT Christopher Murphy,Nay,35
WA Patty Murray,Nay,35
KY Rand Paul,Yea,35
GA David Perdue,Yea,35
MI Gary C. Peters,Nay,35
OH Rob Portman,Yea,35
RI Jack Reed,Nay,35
ID James E. Risch,Yea,35
KS Pat Roberts,Yea,35
UT Mitt Romney,Yea,35
NV Jacky Rosen,Nay,35
SD Mike Rounds,Yea,35
FL Marco Rubio,Yea,35
VT Bernard Sanders,Nay,35
NE Ben Sasse,Yea,35
HI Brian Schatz,Nay,35
NY Charles E. Schumer,Nay,35
FL Rick Scott,Yea,35
SC Tim Scott,Yea,35
NH Jeanne Shaheen,Nay,35
AL Richard C. Shelby,Yea,35
AZ Kyrsten Sinema,Yea,35
MN Tina Smith,Nay,35
MI Debbie Stabenow,Nay,35
AK Dan Sullivan,Yea,35
MT Jon Tester,Nay,35
SD John Thune,Yea,35
NC Thom Tillis,Yea,35
PA Patrick J. Toomey,Yea,35
NM Tom Udall,Nay,35
MD Chris Van Hollen,Nay,35
VA Mark R. Warner,Nay,35
MA Elizabeth Warren,Nay,35
RI Sheldon Whitehouse,Nay,35
MS Roger F. Wicker,Yea,35
OR Ron Wyden,Nay,35
IN Todd Young,Yea,35
TN Lamar Alexander,Nay,36
WI Tammy Baldwin,Yea,36
WY John Barrasso,Nay,36
CO Michael F. Bennet,Yea,36
TN Marsha Blackburn,Nay,36
CT Richard Blumenthal,Yea,36
MO Roy Blunt,Nay,36
NJ Cory A. Booker,Yea,36
AR John Boozman,Nay,36
IN Mike Braun,Nay,36
OH Sherrod Brown,Yea,36
NC Richard Burr,Nay,36
WA Maria Cantwell,Yea,36
WV Shelley Moore Capito,Nay,36
MD Benjamin L. Cardin,Yea,36
DE Thomas R. Carper,Yea,36
