Senator Name,Decision,Bill
OH Sherrod Brown,Nay,39
NC Richard Burr,Yea,39
WA Maria Cantwell,Nay,39
WV Shelley Moore Capito,Yea,39
MD Benjamin L. Cardin,Nay,39
DE Thomas R. Carper,Nay,39
PA Robert P. Casey Jr.,Nay,39
LA Bill Cassidy,Yea,39
ME Susan M. Collins,Nay,39
DE Christopher A. Coons,Nay,39
TX John Cornyn,Yea,39
NV Catherine Cortez Masto,Nay,39
AR Tom Cotton,Nay,39
ND Kevin Cramer,Yea,39
ID Mike Crapo,Yea,39
TX Ted Cruz,Yea,39
MT Steve Daines,Yea,39
IL Tammy Duckworth,Nay,39
IL Richard J. Durbin,Nay,39
WY Michael B. Enzi,Yea,39
IA Joni Ernst,Yea,39
CA Dianne Feinstein,Nay,39
NE Deb Fischer,Yea,39
CO Cory Gardner,Yea,39
NY Kirsten E. Gillibrand,Nay,39
SC Lindsey Graham,Yea,39
IA Chuck Grassley,Yea,39
CA Kamala D. Harris,Not Voting,39
NH Margaret Wood Hassan,Nay,39
MO Josh Hawley,Nay,39
NM Martin Heinrich,Nay,39
HI Mazie K. Hirono,Nay,39
ND John Hoeven,Yea,39
MS Cindy Hyde-Smith,Yea,39
OK James M. Inhofe,Yea,39
WI Ron Johnson,Yea,39
AL Doug Jones,Nay,39
VA Tim Kaine,Nay,39
AZ Martha McSally,Nay,39
LA John Kennedy,Yea,39
ME Angus S. King Jr.,Nay,39
MN Amy Klobuchar,Nay,39
OK James Lankford,Yea,39
VT Patrick J. Leahy,Nay,39
UT Mike Lee,Yea,39
GA Johnny Isakson,Not Voting,39
WV Joe Manchin III,Nay,39
MA Edward J. Markey,Nay,39
KY Mitch McConnell,Yea,39
NJ Robert Menendez,Nay,39
OR Jeff Merkley,Nay,39
KS Jerry Moran,Yea,39
AK Lisa Murkowski,Yea,39
CT Christopher Murphy,Nay,39
WA Patty Murray,Nay,39
KY Rand Paul,Yea,39
GA David Perdue,Yea,39
MI Gary C. Peters,Nay,39
OH Rob Portman,Yea,39
RI Jack Reed,Nay,39
ID James E. Risch,Yea,39
KS Pat Roberts,Yea,39
UT Mitt Romney,Yea,39
NV Jacky Rosen,Nay,39
SD Mike Rounds,Yea,39
FL Marco Rubio,Yea,39
VT Bernard Sanders,Not Voting,39
NE Ben Sasse,Yea,39
HI Brian Schatz,Nay,39
NY Charles E. Schumer,Nay,39
FL Rick Scott,Yea,39
SC Tim Scott,Yea,39
NH Jeanne Shaheen,Nay,39
AL Richard C. Shelby,Yea,39
AZ Kyrsten Sinema,Nay,39
MN Tina Smith,Nay,39
MI Debbie Stabenow,Nay,39
AK Dan Sullivan,Yea,39
MT Jon Tester,Nay,39
SD John Thune,Yea,39
NC Thom Tillis,Yea,39
PA Patrick J. Toomey,Yea,39
NM Tom Udall,Nay,39
MD Chris Van Hollen,Nay,39
VA Mark R. Warner,Nay,39
MA Elizabeth Warren,Nay,39
RI Sheldon Whitehouse,Nay,39
MS Roger F. Wicker,Yea,39
OR Ron Wyden,Nay,39
IN Todd Young,Yea,39
TN Lamar Alexander,Yea,40
WI Tammy Baldwin,Nay,40
WY John Barrasso,Yea,40
CO Michael F. Bennet,Nay,40
TN Marsha Blackburn,Yea,40
CT Richard Blumenthal,Nay,40
MO Roy Blunt,Yea,40
NJ Cory A. Booker,Nay,40
AR John Boozman,Yea,40
IN Mike Braun,Yea,40
OH Sherrod Brown,Nay,40
NC Richard Burr,Yea,40
WA Maria Cantwell,Nay,40
WV Shelley Moore Capito,Yea,40
MD Benjamin L. Cardin,Nay,40
DE Thomas R. Carper,Nay,40
PA Robert P. Casey Jr.,Nay,40
LA Bill Cassidy,Yea,40
ME Susan M. Collins,Yea,40
DE Christopher A. Coons,Nay,40
TX John Cornyn,Yea,40
NV Catherine Cortez Masto,Nay,40
AR Tom Cotton,Yea,40
ND Kevin Cramer,Yea,40
ID Mike Crapo,Yea,40
TX Ted Cruz,Yea,40
MT Steve Daines,Yea,40
IL Tammy Duckworth,Nay,40
IL Richard J. Durbin,Nay,40
WY Michael B. Enzi,Yea,40
IA Joni Ernst,Yea,40
CA Dianne Feinstein,Nay,40
NE Deb Fischer,Yea,40
CO Cory Gardner,Yea,40
NY Kirsten E. Gillibrand,Nay,40
SC Lindsey Graham,Yea,40
IA Chuck Grassley,Yea,40
CA Kamala D. Harris,Not Voting,40
NH Margaret Wood Hassan,Nay,40
MO Josh Hawley,Yea,40
NM Martin Heinrich,Nay,40
HI Mazie K. Hirono,Nay,40
ND John Hoeven,Yea,40
MS Cindy Hyde-Smith,Yea,40
OK James M. Inhofe,Yea,40
WI Ron Johnson,Yea,40
AL Doug Jones,Nay,40
VA Tim Kaine,Nay,40
LA John Kennedy,Yea,40
ME Angus S. King Jr.,Nay,40
MN Amy Klobuchar,Nay,40
OK James Lankford,Yea,40
VT Patrick J. Leahy,Nay,40
UT Mike Lee,Yea,40
GA Johnny Isakson,Yea,40
WV Joe Manchin III,Not Voting,40
MA Edward J. Markey,Nay,40
KY Mitch McConnell,Yea,40
AZ Martha McSally,Yea,40
NJ Robert Menendez,Nay,40
OR Jeff Merkley,Nay,40
KS Jerry Moran,Yea,40
AK Lisa Murkowski,Not Voting,40
CT Christopher Murphy,Nay,40
WA Patty Murray,Nay,40
KY Rand Paul,Not Voting,40
GA David Perdue,Yea,40
MI Gary C. Peters,Nay,40
OH Rob Portman,Yea,40
RI Jack Reed,Nay,40
ID James E. Risch,Yea,40
KS Pat Roberts,Yea,40
UT Mitt Romney,Yea,40
NV Jacky Rosen,Nay,40
SD Mike Rounds,Yea,40
FL Marco Rubio,Yea,40
VT Bernard Sanders,Nay,40
NE Ben Sasse,Yea,40
HI Brian Schatz,Nay,40
NY Charles E. Schumer,Nay,40
FL Rick Scott,Yea,40
SC Tim Scott,Yea,40
NH Jeanne Shaheen,Nay,40
AL Richard C. Shelby,Yea,40
AZ Kyrsten Sinema,Not Voting,40
MN Tina Smith,Nay,40
MI Debbie Stabenow,Nay,40
AK Dan Sullivan,Yea,40
MT Jon Tester,Nay,40
SD John Thune,Yea,40
NC Thom Tillis,Yea,40
PA Patrick J. Toomey,Yea,40
NM Tom Udall,Nay,40
MD Chris Van Hollen,Nay,40
VA Mark R. Warner,Nay,40
MA Elizabeth Warren,Nay,40
RI Sheldon Whitehouse,Nay,40
MS Roger F. Wicker,Yea,40
OR Ron Wyden,Nay,40
IN Todd Young,Yea,40
TN Lamar Alexander,Nay,41
WI Tammy Baldwin,Yea,41
WY John Barrasso,Nay,41
CO Michael F. Bennet,Yea,41
TN Marsha Blackburn,Nay,41
CT Richard Blumenthal,Yea,41
MO Roy Blunt,Nay,41
NJ Cory A. Booker,Yea,41
AR John Boozman,Nay,41
IN Mike Braun,Nay,41
OH Sherrod Brown,Yea,41
NC Richard Burr,Nay,41
WA Maria Cantwell,Yea,41
WV Shelley Moore Capito,Nay,41
MD Benjamin L. Cardin,Yea,41
DE Thomas R. Carper,Yea,41
PA Robert P. Casey Jr.,Yea,41
LA Bill Cassidy,Nay,41
ME Susan M. Collins,Nay,41
DE Christopher A. Coons,Yea,41
TX John Cornyn,Nay,41
NV Catherine Cortez Masto,Yea,41
AR Tom Cotton,Nay,41
ND Kevin Cramer,Nay,41
ID Mike Crapo,Nay,41
TX Ted Cruz,Nay,41
MT Steve Daines,Nay,41
IL Tammy Duckworth,Yea,41
IL Richard J. Durbin,Yea,41
WY Michael B. Enzi,Nay,41
IA Joni Ernst,Nay,41
CA Dianne Feinstein,Yea,41
NE Deb Fischer,Nay,41
CO Cory Gardner,Nay,41
NY Kirsten E. Gillibrand,Yea,41
SC Lindsey Graham,Nay,41
IA Chuck Grassley,Nay,41
CA Kamala D. Harris,Not Voting,41
NH Margaret Wood Hassan,Yea,41
MO Josh Hawley,Nay,41
NM Martin Heinrich,Yea,41
HI Mazie K. Hirono,Yea,41
ND John Hoeven,Nay,41
MS Cindy Hyde-Smith,Nay,41
OK James M. Inhofe,Nay,41
WI Ron Johnson,Nay,41
AL Doug Jones,Yea,41
VA Tim Kaine,Yea,41
LA John Kennedy,Nay,41
ME Angus S. King Jr.,Yea,41
MN Amy Klobuchar,Yea,41
OK James Lankford,Nay,41
VT Patrick J. Leahy,Yea,41
UT Mike Lee,Nay,41
GA Johnny Isakson,Nay,41
WV Joe Manchin III,Yea,41
MA Edward J. Markey,Yea,41
KY Mitch McConnell,Nay,41
AZ Martha McSally,Nay,41
NJ Robert Menendez,Yea,41
OR Jeff Merkley,Yea,41
KS Jerry Moran,Nay,41
AK Lisa Murkowski,Nay,41
CT Christopher Murphy,Yea,41
WA Patty Murray,Yea,41
KY Rand Paul,Not Voting,41
GA David Perdue,Nay,41
MI Gary C. Peters,Yea,41
OH Rob Portman,Nay,41
RI Jack Reed,Yea,41
ID James E. Risch,Nay,41
KS Pat Roberts,Nay,41
UT Mitt Romney,Nay,41
NV Jacky Rosen,Yea,41
SD Mike Rounds,Nay,41
FL Marco Rubio,Nay,41
VT Bernard Sanders,Yea,41
NE Ben Sasse,Nay,41
HI Brian Schatz,Yea,41
NY Charles E. Schumer,Yea,41
FL Rick Scott,Nay,41
SC Tim Scott,Nay,41
NH Jeanne Shaheen,Yea,41
AL Richard C. Shelby,Nay,41
AZ Kyrsten Sinema,Not Voting,41
MN Tina Smith,Yea,41
MI Debbie Stabenow,Yea,41
AK Dan Sullivan,Nay,41
MT Jon Tester,Yea,41
SD John Thune,Nay,41
NC Thom Tillis,Nay,41
PA Patrick J. Toomey,Nay,41
NM Tom Udall,Yea,41
MD Chris Van Hollen,Yea,41
VA Mark R. Warner,Yea,41
MA Elizabeth Warren,Yea,41
RI Sheldon Whitehouse,Yea,41
MS Roger F. Wicker,Nay,41
OR Ron Wyden,Yea,41
IN Todd Young,Nay,41
TN Lamar Alexander,Not Voting,42
WI Tammy Baldwin,Yea,42
WY John Barrasso,Nay,42
CO Michael F. Bennet,Yea,42
TN Marsha Blackburn,Nay,42
CT Richard Blumenthal,Yea,42
MO Roy Blunt,Nay,42
NJ Cory A. Booker,Yea,42
AR John Boozman,Nay,42
IN Mike Braun,Nay,42
OH Sherrod Brown,Yea,42
NC Richard Burr,Nay,42
WA Maria Cantwell,Yea,42
WV Shelley Moore Capito,Nay,42
MD Benjamin L. Cardin,Yea,42
DE Thomas R. Carper,Yea,42
PA Robert P. Casey Jr.,Yea,42
LA Bill Cassidy,Nay,42
ME Susan M. Collins,Yea,42
DE Christopher A. Coons,Yea,42
TX John Cornyn,Nay,42
NV Catherine Cortez Masto,Yea,42
AR Tom Cotton,Nay,42
ND Kevin Cramer,Nay,42
ID Mike Crapo,Nay,42
TX Ted Cruz,Nay,42
MT Steve Daines,Nay,42
IL Tammy Duckworth,Yea,42
IL Richard J. Durbin,Yea,42
WY Michael B. Enzi,Nay,42
IA Joni Ernst,Yea,42
CA Dianne Feinstein,Yea,42
NE Deb Fischer,Nay,42
CO Cory Gardner,Yea,42
NY Kirsten E. Gillibrand,Yea,42
SC Lindsey Graham,Not Voting,42
IA Chuck Grassley,Nay,42
CA Kamala D. Harris,Not Voting,42
NH Margaret Wood Hassan,Yea,42
MO Josh Hawley,Nay,42
NM Martin Heinrich,Yea,42
HI Mazie K. Hirono,Yea,42
ND John Hoeven,Nay,42
MS Cindy Hyde-Smith,Nay,42
OK James M. Inhofe,Nay,42
WI Ron Johnson,Nay,42
AL Doug Jones,Yea,42
VA Tim Kaine,Yea,42
LA John Kennedy,Nay,42
ME Angus S. King Jr.,Yea,42
MN Amy Klobuchar,Yea,42
OK James Lankford,Nay,42
VT Patrick J. Leahy,Yea,42
UT Mike Lee,Not Voting,42
GA Johnny Isakson,Nay,42
WV Joe Manchin III,Yea,42
MA Edward J. Markey,Yea,42
KY Mitch McConnell,Nay,42
AZ Martha McSally,Yea,42
NJ Robert Menendez,Yea,42
OR Jeff Merkley,Yea,42
KS Jerry Moran,Nay,42
AK Lisa Murkowski,Yea,42
CT Christopher Murphy,Yea,42
WA Patty Murray,Yea,42
KY Rand Paul,Nay,42
GA David Perdue,Nay,42
MI Gary C. Peters,Yea,42
OH Rob Portman,Nay,42
RI Jack Reed,Yea,42
ID James E. Risch,Nay,42
KS Pat Roberts,Nay,42
UT Mitt Romney,Nay,42
NV Jacky Rosen,Yea,42
SD Mike Rounds,Nay,42
FL Marco Rubio,Not Voting,42
VT Bernard Sanders,Yea,42
NE Ben Sasse,Nay,42
HI Brian Schatz,Yea,42
NY Charles E. Schumer,Yea,42
FL Rick Scott,Nay,42
SC Tim Scott,Nay,42
NH Jeanne Shaheen,Yea,42
AL Richard C. Shelby,Nay,42
AZ Kyrsten Sinema,Yea,42
MN Tina Smith,Yea,42
MI Debbie Stabenow,Yea,42
AK Dan Sullivan,Yea,42
MT Jon Tester,Not Voting,42
SD John Thune,Nay,42
NC Thom Tillis,Nay,42
PA Patrick J. Toomey,Nay,42
NM Tom Udall,Yea,42
MD Chris Van Hollen,Yea,42
VA Mark R. Warner,Yea,42
MA Elizabeth Warren,Yea,42
RI Sheldon Whitehouse,Yea,42
MS Roger F. Wicker,Nay,42
OR Ron Wyden,Yea,42
IN Todd Young,Nay,42
TN Lamar Alexander,Not Voting,43
WI Tammy Baldwin,Yea,43
WY John Barrasso,Nay,43
CO Michael F. Bennet,Yea,43
TN Marsha Blackburn,Nay,43
CT Richard Blumenthal,Yea,43
MO Roy Blunt,Nay,43
NJ Cory A. Booker,Yea,43
AR John Boozman,Nay,43
IN Mike Braun,Nay,43
OH Sherrod Brown,Yea,43
NC Richard Burr,Nay,43
WA Maria Cantwell,Yea,43
WV Shelley Moore Capito,Nay,43
MD Benjamin L. Cardin,Yea,43
DE Thomas R. Carper,Yea,43
PA Robert P. Casey Jr.,Yea,43
LA Bill Cassidy,Nay,43
ME Susan M. Collins,Nay,43
DE Christopher A. Coons,Yea,43
TX John Cornyn,Nay,43
NV Catherine Cortez Masto,Yea,43
AR Tom Cotton,Nay,43
ND Kevin Cramer,Nay,43
ID Mike Crapo,Nay,43
TX Ted Cruz,Yea,43
MT Steve Daines,Nay,43
IL Tammy Duckworth,Yea,43
IL Richard J. Durbin,Yea,43
WY Michael B. Enzi,Nay,43
IA Joni Ernst,Nay,43
CA Dianne Feinstein,Yea,43
NE Deb Fischer,Nay,43
CO Cory Gardner,Nay,43
NY Kirsten E. Gillibrand,Yea,43
SC Lindsey Graham,Nay,43
IA Chuck Grassley,Nay,43
CA Kamala D. Harris,Not Voting,43
NH Margaret Wood Hassan,Yea,43
MO Josh Hawley,Nay,43
NM Martin Heinrich,Yea,43
HI Mazie K. Hirono,Yea,43
ND John Hoeven,Nay,43
MS Cindy Hyde-Smith,Nay,43
OK James M. Inhofe,Nay,43
WI Ron Johnson,Nay,43
AL Doug Jones,Yea,43
VA Tim Kaine,Yea,43
LA John Kennedy,Nay,43
ME Angus S. King Jr.,Yea,43
MN Amy Klobuchar,Yea,43
OK James Lankford,Nay,43
VT Patrick J. Leahy,Yea,43
UT Mike Lee,Yea,43
GA Johnny Isakson,Nay,43
WV Joe Manchin III,Yea,43
MA Edward J. Markey,Yea,43
KY Mitch McConnell,Nay,43
AZ Martha McSally,Nay,43
NJ Robert Menendez,Yea,43
OR Jeff Merkley,Yea,43
KS Jerry Moran,Not Voting,43
AK Lisa Murkowski,Nay,43
CT Christopher Murphy,Yea,43
WA Patty Murray,Yea,43
KY Rand Paul,Yea,43
GA David Perdue,Nay,43
MI Gary C. Peters,Yea,43
OH Rob Portman,Nay,43
RI Jack Reed,Yea,43
ID James E. Risch,Nay,43
KS Pat Roberts,Nay,43
UT Mitt Romney,Nay,43
NV Jacky Rosen,Yea,43
SD Mike Rounds,Nay,43
FL Marco Rubio,Not Voting,43
VT Bernard Sanders,Not Voting,43
NE Ben Sasse,Nay,43
HI Brian Schatz,Yea,43
NY Charles E. Schumer,Yea,43
FL Rick Scott,Nay,43
SC Tim Scott,Nay,43
NH Jeanne Shaheen,Yea,43
AL Richard C. Shelby,Nay,43
AZ Kyrsten Sinema,Yea,43
MN Tina Smith,Yea,43
MI Debbie Stabenow,Yea,43
AK Dan Sullivan,Nay,43
MT Jon Tester,Not Voting,43
SD John Thune,Nay,43
NC Thom Tillis,Nay,43
PA Patrick J. Toomey,Nay,43
NM Tom Udall,Yea,43
MD Chris Van Hollen,Yea,43
VA Mark R. Warner,Yea,43
MA Elizabeth Warren,Yea,43
RI Sheldon Whitehouse,Yea,43
MS Roger F. Wicker,Nay,43
OR Ron Wyden,Yea,43
IN Todd Young,Nay,43
TN Lamar Alexander,Not Voting,44
WI Tammy Baldwin,Nay,44
WY John Barrasso,Yea,44
CO Michael F. Bennet,Nay,44
TN Marsha Blackburn,Yea,44
CT Richard Blumenthal,Nay,44
MO Roy Blunt,Yea,44
NJ Cory A. Booker,Nay,44
AR John Boozman,Yea,44
IN Mike Braun,Yea,44
OH Sherrod Brown,Nay,44
NC Richard Burr,Yea,44
WA Maria Cantwell,Nay,44
WV Shelley Moore Capito,Yea,44
MD Benjamin L. Cardin,Nay,44
DE Thomas R. Carper,Nay,44
PA Robert P. Casey Jr.,Nay,44
LA Bill Cassidy,Yea,44
ME Susan M. Collins,Yea,44
DE Christopher A. Coons,Nay,44
TX John Cornyn,Yea,44
NV Catherine Cortez Masto,Nay,44
AR Tom Cotton,Yea,44
ND Kevin Cramer,Yea,44
ID Mike Crapo,Yea,44
TX Ted Cruz,Yea,44
MT Steve Daines,Yea,44
IL Tammy Duckworth,Nay,44
IL Richard J. Durbin,Nay,44
WY Michael B. Enzi,Yea,44
IA Joni Ernst,Yea,44
CA Dianne Feinstein,Nay,44
NE Deb Fischer,Yea,44
CO Cory Gardner,Yea,44
NY Kirsten E. Gillibrand,Nay,44
SC Lindsey Graham,Yea,44
IA Chuck Grassley,Yea,44
CA Kamala D. Harris,Not Voting,44
NH Margaret Wood Hassan,Nay,44
MO Josh Hawley,Yea,44
NM Martin Heinrich,Nay,44
HI Mazie K. Hirono,Nay,44
ND John Hoeven,Yea,44
MS Cindy Hyde-Smith,Yea,44
OK James M. Inhofe,Yea,44
WI Ron Johnson,Yea,44
AL Doug Jones,Nay,44
VA Tim Kaine,Nay,44
LA John Kennedy,Yea,44
ME Angus S. King Jr.,Nay,44
MN Amy Klobuchar,Nay,44
OK James Lankford,Yea,44
VT Patrick J. Leahy,Nay,44
UT Mike Lee,Nay,44
GA Johnny Isakson,Yea,44
WV Joe Manchin III,Nay,44
MA Edward J. Markey,Nay,44
KY Mitch McConnell,Yea,44
AZ Martha McSally,Yea,44
NJ Robert Menendez,Nay,44
OR Jeff Merkley,Nay,44
KS Jerry Moran,Not Voting,44
AK Lisa Murkowski,Yea,44
CT Christopher Murphy,Nay,44
WA Patty Murray,Nay,44
KY Rand Paul,Nay,44
GA David Perdue,Yea,44
MI Gary C. Peters,Nay,44
OH Rob Portman,Yea,44
RI Jack Reed,Nay,44
ID James E. Risch,Yea,44
KS Pat Roberts,Yea,44
UT Mitt Romney,Yea,44
NV Jacky Rosen,Nay,44
SD Mike Rounds,Yea,44
FL Marco Rubio,Not Voting,44
VT Bernard Sanders,Not Voting,44
NE Ben Sasse,Yea,44
HI Brian Schatz,Nay,44
NY Charles E. Schumer,Nay,44
FL Rick Scott,Yea,44
SC Tim Scott,Yea,44
NH Jeanne Shaheen,Nay,44
AL Richard C. Shelby,Yea,44
AZ Kyrsten Sinema,Nay,44
MN Tina Smith,Nay,44
MI Debbie Stabenow,Nay,44
AK Dan Sullivan,Yea,44
MT Jon Tester,Not Voting,44
SD John Thune,Yea,44
NC Thom Tillis,Yea,44
PA Patrick J. Toomey,Yea,44
NM Tom Udall,Nay,44
MD Chris Van Hollen,Nay,44
VA Mark R. Warner,Nay,44
MA Elizabeth Warren,Nay,44
RI Sheldon Whitehouse,Nay,44
MS Roger F. Wicker,Yea,44
OR Ron Wyden,Nay,44
IN Todd Young,Yea,44
TN Lamar Alexander,Yea,45
WI Tammy Baldwin,Nay,45
WY John Barrasso,Yea,45
CO Michael F. Bennet,Nay,45
TN Marsha Blackburn,Yea,45
CT Richard Blumenthal,Nay,45
MO Roy Blunt,Yea,45
NJ Cory A. Booker,Nay,45
AR John Boozman,Yea,45
IN Mike Braun,Yea,45
OH Sherrod Brown,Nay,45
NC Richard Burr,Yea,45
WA Maria Cantwell,Nay,45
WV Shelley Moore Capito,Yea,45
MD Benjamin L. Cardin,Nay,45
DE Thomas R. Carper,Nay,45
PA Robert P. Casey Jr.,Nay,45
LA Bill Cassidy,Yea,45
ME Susan M. Collins,Yea,45
DE Christopher A. Coons,Nay,45
TX John Cornyn,Yea,45
NV Catherine Cortez Masto,Nay,45
AR Tom Cotton,Yea,45
ND Kevin Cramer,Yea,45
ID Mike Crapo,Yea,45
TX Ted Cruz,Yea,45
MT Steve Daines,Yea,45
IL Tammy Duckworth,Nay,45
IL Richard J. Durbin,Nay,45
WY Michael B. Enzi,Yea,45
IA Joni Ernst,Yea,45
CA Dianne Feinstein,Nay,45
NE Deb Fischer,Yea,45
CO Cory Gardner,Yea,45
NY Kirsten E. Gillibrand,Nay,45
SC Lindsey Graham,Yea,45
IA Chuck Grassley,Yea,45
CA Kamala D. Harris,Not Voting,45
NH Margaret Wood Hassan,Nay,45
MO Josh Hawley,Yea,45
NM Martin Heinrich,Nay,45
HI Mazie K. Hirono,Nay,45
ND John Hoeven,Yea,45
MS Cindy Hyde-Smith,Yea,45
OK James M. Inhofe,Yea,45
WI Ron Johnson,Yea,45
AL Doug Jones,Nay,45
VA Tim Kaine,Nay,45
LA John Kennedy,Yea,45
ME Angus S. King Jr.,Nay,45
MN Amy Klobuchar,Nay,45
OK James Lankford,Yea,45
VT Patrick J. Leahy,Nay,45
UT Mike Lee,Yea,45
GA Johnny Isakson,Yea,45
WV Joe Manchin III,Nay,45
MA Edward J. Markey,Nay,45
KY Mitch McConnell,Yea,45
AZ Martha McSally,Yea,45
NJ Robert Menendez,Nay,45
OR Jeff Merkley,Nay,45
KS Jerry Moran,Yea,45
AK Lisa Murkowski,Yea,45
CT Christopher Murphy,Nay,45
WA Patty Murray,Nay,45
KY Rand Paul,Nay,45
GA David Perdue,Yea,45
MI Gary C. Peters,Nay,45
OH Rob Portman,Yea,45
RI Jack Reed,Nay,45
ID James E. Risch,Yea,45
KS Pat Roberts,Yea,45
UT Mitt Romney,Yea,45
NV Jacky Rosen,Nay,45
SD Mike Rounds,Yea,45
FL Marco Rubio,Yea,45
VT Bernard Sanders,Nay,45
NE Ben Sasse,Yea,45
HI Brian Schatz,Nay,45
NY Charles E. Schumer,Nay,45
FL Rick Scott,Yea,45
SC Tim Scott,Yea,45
NH Jeanne Shaheen,Nay,45
AL Richard C. Shelby,Yea,45
AZ Kyrsten Sinema,Nay,45
MN Tina Smith,Nay,45
MI Debbie Stabenow,Nay,45
AK Dan Sullivan,Yea,45
MT Jon Tester,Nay,45
SD John Thune,Yea,45
NC Thom Tillis,Yea,45
PA Patrick J. Toomey,Yea,45
NM Tom Udall,Nay,45
MD Chris Van Hollen,Nay,45
VA Mark R. Warner,Nay,45
MA Elizabeth Warren,Nay,45
RI Sheldon Whitehouse,Nay,45
MS Roger F. Wicker,Yea,45
OR Ron Wyden,Nay,45
IN Todd Young,Yea,45
TN Lamar Alexander,Yea,46
WI Tammy Baldwin,Nay,46
WY John Barrasso,Yea,46
CO Michael F. Bennet,Nay,46
TN Marsha Blackburn,Yea,46
CT Richard Blumenthal,Nay,46
MO Roy Blunt,Yea,46
NJ Cory A. Booker,Not Voting,46
AR John Boozman,Yea,46
IN Mike Braun,Yea,46
OH Sherrod Brown,Nay,46
NC Richard Burr,Not Voting,46
WA Maria Cantwell,Nay,46
WV Shelley Moore Capito,Yea,46
MD Benjamin L. Cardin,Nay,46
DE Thomas R. Carper,Nay,46
PA Robert P. Casey Jr.,Nay,46
LA Bill Cassidy,Yea,46
ME Susan M. Collins,Yea,46
DE Christopher A. Coons,Nay,46
TX John Cornyn,Yea,46
NV Catherine Cortez Masto,Nay,46
AR Tom Cotton,Yea,46
ND Kevin Cramer,Yea,46
ID Mike Crapo,Yea,46
TX Ted Cruz,Yea,46
MT Steve Daines,Yea,46
IL Tammy Duckworth,Nay,46
IL Richard J. Durbin,Nay,46
WY Michael B. Enzi,Yea,46
IA Joni Ernst,Yea,46
CA Dianne Feinstein,Nay,46
NE Deb Fischer,Yea,46
CO Cory Gardner,Nay,46
NY Kirsten E. Gillibrand,Nay,46
SC Lindsey Graham,Yea,46
IA Chuck Grassley,Yea,46
CA Kamala D. Harris,Not Voting,46
NH Margaret Wood Hassan,Nay,46
MO Josh Hawley,Yea,46
NM Martin Heinrich,Nay,46
HI Mazie K. Hirono,Nay,46
ND John Hoeven,Yea,46
MS Cindy Hyde-Smith,Yea,46
OK James M. Inhofe,Yea,46
WI Ron Johnson,Yea,46
AL Doug Jones,Nay,46
VA Tim Kaine,Nay,46
LA John Kennedy,Yea,46
ME Angus S. King Jr.,Nay,46
MN Amy Klobuchar,Nay,46
OK James Lankford,Yea,46
VT Patrick J. Leahy,Nay,46
UT Mike Lee,Yea,46
GA Johnny Isakson,Yea,46
WV Joe Manchin III,Nay,46
MA Edward J. Markey,Not Voting,46
KY Mitch McConnell,Yea,46
AZ Martha McSally,Yea,46
NJ Robert Menendez,Not Voting,46
OR Jeff Merkley,Nay,46
KS Jerry Moran,Not Voting,46
AK Lisa Murkowski,Yea,46
CT Christopher Murphy,Nay,46
WA Patty Murray,Nay,46
KY Rand Paul,Nay,46
GA David Perdue,Not Voting,46
MI Gary C. Peters,Nay,46
OH Rob Portman,Yea,46
RI Jack Reed,Nay,46
ID James E. Risch,Yea,46
KS Pat Roberts,Yea,46
UT Mitt Romney,Yea,46
NV Jacky Rosen,Nay,46
SD Mike Rounds,Yea,46
FL Marco Rubio,Yea,46
VT Bernard Sanders,Nay,46
NE Ben Sasse,Yea,46
HI Brian Schatz,Nay,46
NY Charles E. Schumer,Nay,46
FL Rick Scott,Yea,46
SC Tim Scott,Yea,46
NH Jeanne Shaheen,Nay,46
AL Richard C. Shelby,Not Voting,46
AZ Kyrsten Sinema,Not Voting,46
MN Tina Smith,Nay,46
MI Debbie Stabenow,Nay,46
AK Dan Sullivan,Yea,46
MT Jon Tester,Not Voting,46
SD John Thune,Yea,46
NC Thom Tillis,Yea,46
PA Patrick J. Toomey,Yea,46
NM Tom Udall,Nay,46
MD Chris Van Hollen,Nay,46
VA Mark R. Warner,Nay,46
MA Elizabeth Warren,Nay,46
RI Sheldon Whitehouse,Not Voting,46
MS Roger F. Wicker,Yea,46
OR Ron Wyden,Nay,46
IN Todd Young,Yea,46
TN Lamar Alexander,Yea,47
WI Tammy Baldwin,Yea,47
WY John Barrasso,Yea,47
CO Michael F. Bennet,Yea,47
TN Marsha Blackburn,Yea,47
CT Richard Blumenthal,Yea,47
MO Roy Blunt,Yea,47
NJ Cory A. Booker,Nay,47
AR John Boozman,Yea,47
IN Mike Braun,Nay,47
OH Sherrod Brown,Nay,47
NC Richard Burr,Yea,47
WA Maria Cantwell,Yea,47
WV Shelley Moore Capito,Yea,47
MD Benjamin L. Cardin,Yea,47
DE Thomas R. Carper,Yea,47
PA Robert P. Casey Jr.,Yea,47
LA Bill Cassidy,Yea,47
ME Susan M. Collins,Yea,47
DE Christopher A. Coons,Yea,47
TX John Cornyn,Yea,47
NV Catherine Cortez Masto,Yea,47
AR Tom Cotton,Yea,47
ND Kevin Cramer,Yea,47
ID Mike Crapo,Yea,47
TX Ted Cruz,Yea,47
MT Steve Daines,Yea,47
IL Tammy Duckworth,Yea,47
IL Richard J. Durbin,Yea,47
WY Michael B. Enzi,Yea,47
IA Joni Ernst,Yea,47
CA Dianne Feinstein,Yea,47
NE Deb Fischer,Yea,47
CO Cory Gardner,Yea,47
